genres_1,genres_2,budget,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,popularity,production_companies,revenue,runtime,title,vote_average,vote_count
Western,Drama,135000000,fathersonrelationship,rape,basedonnovel,mountains,winter,grizzlybear,100.635882,Regency Enterprises,532950503,156,The Revenant,7.3,6396
Animation,Family,135000000,underdog,carrace,dream,speed,power,snail,44.765377,DreamWorks Animation,282570682,96,Turbo,6.1,1074
Animation,Comedy,135000000,sheriff,nevada,pet,rango,chameleon,lasvegas,29.91353,Paramount Pictures,245724603,107,Rango,6.6,2051
Family,Animation,132000000,penguin,madagascar,3d,,,,84.366984,DreamWorks Animation,373552094,92,Penguins of Madagascar,6.5,1346
Action,Drama,70000000,paris,corruption,madrid,assassin,basedonnovel,europe,45.381501,Universal Pictures,442824138,115,The Bourne Ultimatum,7.3,2888
Adventure,Animation,130000000,china,martialarts,kungfu,mentor,snake,restaurant,84.689648,DreamWorks Animation,631744560,90,Kung Fu Panda,6.9,3145
Science Fiction,Action,130000000,marvelcomic,superhero,basedoncomicbook,aftercreditsstinger,duringcreditsstinger,marvelcinematicuniverse,120.09361,Marvel Studios,519311965,117,Ant-Man,7,5880
Adventure,Action,130000000,competition,basedonnovel,mentor,secret,factory,television,76.310119,Lionsgate,847423452,146,The Hunger Games: Catching Fire,7.4,6495
Fantasy,Comedy,135000000,friendship,spaceship,space,alien,alieninvasion,alienfriendship,63.473086,Twentieth Century Fox Film Corporation,368871007,94,Home,6.8,1519
Adventure,Thriller,132000000,posttraumaticstressdisorder,newjersey,airplane,dystopia,daughter,apocalypse,48.572726,Paramount Pictures,591739379,116,War of the Worlds,6.2,2322
Adventure,Action,130000000,miami,kukluxklan,cuba,undercover,mexicanstandoff,ecstasy,38.068736,Columbia Pictures Corporation,273339556,147,Bad Boys II,6.3,1564
Action,Adventure,130000000,adventure,fairy-talefigure,,,,,20.678787,DreamWorks,554987477,90,Puss in Boots,6.4,451
Action,Mystery,110000000,assassination,spy,cia,kidnapping,coldwar,sovietunion,48.829437,Columbia Pictures,293329073,100,Salt,6.2,2093
Drama,Adventure,125000000,bible,god,noah,3d,,,46.115758,Paramount Pictures,362637473,139,Noah,5.6,2350
Adventure,Animation,130000000,riddle,captain,treasure,liquor,treasurehunt,sunkentreasure,89.938296,Paramount Pictures,371940071,107,The Adventures of Tintin,6.7,2061
Adventure,Fantasy,130000000,flying,traitor,magic,cuttingthecord,childhero,broom,79.679601,1492 Pictures,789804554,141,Harry Potter and the Prisoner of Azkaban,7.7,5877
Drama,,130000000,missionary,worldwarii,ranch,australia,british,racist,28.840997,Bazmark Films,49554002,165,Australia,6.3,694
Science Fiction,Action,130000000,dystopia,,,,,,42.840582,Columbia Pictures,243843127,100,After Earth,5,2532
Animation,Family,127500000,cataclysm,asteroid,leader,comet,animation,prehistoric,26.548594,Walt Disney Pictures,354248063,82,Dinosaur,6.2,542
Adventure,Comedy,127000000,nightwatchman,museum,naturalhistory,history,smithsonian,,115.597753,Twentieth Century Fox Film Corporation,349424282,97,Night at the Museum: Secret of the Tomb,6.1,1851
Animation,Action,130000000,savingtheworld,date,prison,secretidentity,fish,gun,68.757242,DreamWorks Animation,321887208,95,Megamind,6.7,1918
Adventure,Fantasy,125000000,witch,christmasparty,magic,cuttingthecord,halloween,childhero,109.984351,1492 Pictures,976475550,152,Harry Potter and the Philosopher's Stone,7.5,7006
Fantasy,Action,130000000,gold,policeoperation,partner,revenge,undead,ghost,39.448066,Universal Pictures,61648500,96,R.I.P.D.,5.4,1260
Adventure,Fantasy,140000000,exoticisland,blacksmith,eastindiatradingcompany,gold,marriageproposal,mutiny,271.972889,Walt Disney Pictures,655011224,143,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985
Science Fiction,Adventure,125000000,resistance,post-apocalyptic,dystopia,war,sequel,femaleprotagonist,206.227151,Lionsgate,752100229,123,The Hunger Games: Mockingjay - Part 1,6.6,5584
Thriller,Mystery,125000000,paris,holygrail,christianity,monk,basedonnovel,zurich,45.313197,Columbia Pictures,767820459,149,The Da Vinci Code,6.5,2704
Animation,Adventure,103000000,bird,sequel,jungle,audition,amazonrainforest,parrots,42.40024,Blue Sky Studios,500188435,102,Rio 2,6.3,978
Adventure,Action,110000000,mutant,marvelcomic,superhero,basedoncomicbook,superhuman,,2.871739,Twentieth Century Fox Film Corporation,407711549,133,X2,6.8,3506
Action,Thriller,125000000,brazil,fbi,freedom,escapefromprison,carcrash,heist,7.255718,Universal Pictures,626137675,130,Fast Five,7.1,2438
Adventure,Action,125000000,detectiveinspector,steampunk,criminalmastermind,,,,81.499621,Village Roadshow Pictures,334615000,129,Sherlock Holmes: A Game of Shadows,7,3886
Adventure,Fantasy,125000000,hades,mythology,greekmythology,zeus,medusa,mythologicalbeast,47.686442,The Zanuck Company,232713139,106,Clash of the Titans,5.6,2233
Action,Adventure,65000000,oxygen,falselyaccused,resistance,mars,doublelife,telepathy,43.129703,TriStar Pictures,261317921,113,Total Recall,7.1,1710
Adventure,Fantasy,160000000,witch,cave,arabian,scandinavia,bagdad,viking,27.220157,Touchstone Pictures,61698899,102,The 13th Warrior,6.4,510
Action,Thriller,130000000,assassin,wolf,maryland,suicidebygunshot,rooftop,explodinghouse,90.33681,Universal Pictures,276572938,120,The Bourne Legacy,6,2651
Action,Crime,125000000,doublelife,dccomics,dualidentity,crimefighter,fictionalplace,gothamcity,50.073575,PolyGram Filmed Entertainment,238207122,125,Batman & Robin,4.2,1418
Family,Comedy,123000000,holiday,christmasparty,newlove,santaclaus,village,kidsandfamily,45.419668,Imagine Entertainment,345141403,104,How the Grinch Stole Christmas,6.2,1386
Action,Adventure,125000000,savingtheworld,library,cataclysm,climatechange,greenhouseeffect,tornado,41.380094,Lions Gate Films,544272402,124,The Day After Tomorrow,6.2,2392
Adventure,Action,125000000,terror,spain,cia,helicopter,secretidentity,skyscraper,54.931334,Paramount Pictures,546388105,123,Mission: Impossible II,5.9,1928
Drama,,120000000,u.s.airforce,grocery,jamaican,meteorologist,rescueboat,marina,25.752118,Warner Bros.,325756637,130,The Perfect Storm,6.2,597
Adventure,Fantasy,130000000,fire,helicopter,surfboard,mask,satellite,airplane,60.810723,Ingenious Film Partners,289047763,92,Fantastic 4: Rise of the Silver Surfer,5.4,2589
Adventure,Drama,120000000,ocean,shipwreck,hindu,tiger,faith,zookeeper,51.328145,Ingenious Film Partners,609016565,127,Life of Pi,7.2,5797
Thriller,Action,110000000,mephisto,religionandsupernatural,dyinganddeath,devil'sson,ghostworld,stunts,46.834704,Columbia Pictures Corporation,228738393,114,Ghost Rider,5.2,1712
Action,Thriller,120000000,assassin,amnesia,flashback,,,,62.641286,The Kennedy/Marshall Company,415484914,123,Jason Bourne,5.9,2341
Action,Adventure,120000000,robbery,secretidentity,secretagent,,,,33.616115,Columbia Pictures,259175788,106,Charlie's Angels: Full Throttle,5.2,914
Science Fiction,Adventure,130000000,android,dystopia,alien,spinoff,creation,emergencysurgery,68.889395,Twentieth Century Fox Film Corporation,403170142,124,Prometheus,6.3,5080
Family,Adventure,120000000,mouse,falcon,bird,friendship,family,,27.990284,Columbia Pictures,169956806,78,Stuart Little 2,5.4,613
Science Fiction,Action,115000000,dystopia,spacestation,classconflict,,,,67.33767,TriStar Pictures,286140700,109,Elysium,6.4,3439
Action,Science Fiction,105000000,prison,dystopia,matteroflifeanddeath,outerspace,intergalactictravel,,27.835436,One Race Films,115772733,119,The Chronicles of Riddick,6.3,1570
Action,Science Fiction,120000000,cyborg,future,dystopia,police,remake,violence,66.757869,Columbia Pictures,242688965,102,RoboCop,5.7,2342
Action,Family,120000000,carrace,lossofbrother,chimp,family,duringcreditsstinger,womandirector,17.060695,Village Roadshow Pictures,93945766,135,Speed Racer,5.7,354
Comedy,Drama,120000000,lovetriangle,baseball,athlete,aftercreditsstinger,,,11.137655,Columbia Pictures,48668907,121,How Do You Know,4.9,223
Action,Comedy,117000000,spy,airport,gasstation,garage,pilot,chase,44.906918,Tree Line Films,261930431,109,Knight and Day,5.9,1547
Action,Science Fiction,120000000,spacecraft,dystopia,space,drone,imax,humanvsalien,67.698004,Universal Pictures,286168572,124,Oblivion,6.4,4800
Science Fiction,Adventure,113000000,showdown,deathstar,vision,cultfigure,hatred,dreamsequence,44.108427,Lucasfilm,850000000,140,Star Wars: Episode III - Revenge of the Sith,7.1,4116
Adventure,Action,120000000,senate,investigation,army,deathstar,jedi,cultfigure,43.987061,Lucasfilm,649398328,142,Star Wars: Episode II - Attack of the Clones,6.4,3992
Animation,Comedy,115000000,monster,infant,energysupply,company,rivalry,hijinks,106.815545,Walt Disney Pictures,562816256,92,"Monsters, Inc.",7.5,5996
Action,Science Fiction,120000000,japan,samurai,mutant,worldwari,marvelcomic,superhero,15.953444,Twentieth Century Fox Film Corporation,415440673,126,The Wolverine,6.3,4053
Adventure,Action,115000000,prophecy,senate,queen,taskmaster,galaxy,apprentice,54.035265,Lucasfilm,924317558,136,Star Wars: Episode I - The Phantom Menace,6.3,4432
Adventure,Animation,135000000,stoneage,daughter,father,prehistoric,ancientworld,fatherdaughterrelationship,64.183321,DreamWorks Animation,585178928,98,The Croods,6.8,2399
Fantasy,Adventure,97250400,competition,greece,colosseum,olympicgames,emperor,magic,20.344364,Constantin Film,132900000,116,Asterix at the Olympic Games,5,471
Drama,Action,115000000,japan,worldwarii,radiotransmission,marinecorps,u.s.army,code,18.714197,Lion Rock Productions,77628265,134,Windtalkers,5.8,341
Action,Adventure,115000000,witch,magic,fairytale,snowwhite,huntsman,,60.467984,Universal Pictures,164602163,114,The Huntsman: Winter's War,6,1523
Science Fiction,Action,125000000,martialarts,terrorist,hero,mutation,van,turtle,143.350376,Paramount Pictures,477200000,101,Teenage Mutant Ninja Turtles,5.8,2636
Science Fiction,Thriller,105000000,spacemission,loss,space,astronaut,trappedinspace,,110.153618,Warner Bros.,716392705,91,Gravity,7.3,5751
Action,Adventure,116000000,helicopter,smalltown,mayor,evacuation,motel,lava,16.90444,Universal Pictures,178127760,108,Dante's Peak,5.7,428
Fantasy,Action,135000000,brotherbrotherrelationship,turtle,sequel,basedoncomicbook,ninja,rat,39.873791,Paramount Pictures,245623848,112,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
Action,Adventure,120000000,teleportation,transformation,telekinesis,portal,marvelcomic,superhero,38.126095,Twentieth Century Fox Film Corporation,167977596,100,Fantastic Four,4.4,2278
Action,Adventure,110000000,museum,skeleton,nightshift,chaos,genghiskhan,mayacivilization,48.780039,Ingenious Film Partners,574480841,108,Night at the Museum,6.3,2862
Action,Drama,110000000,california,earthquake,catastrophe,disasterfilm,3d,sanandreas,100.412364,New Line Cinema,470490832,114,San Andreas,6,2968
Adventure,Action,110000000,londonengland,england,spy,china,newsbroadcast,intelligence,42.887121,Eon Productions,333011068,119,Tomorrow Never Dies,6,925
Drama,History,110000000,rebel,southernusa,lossofson,martialarts,general,lossoffamily,23.657284,Centropolis Entertainment,215294342,165,The Patriot,6.8,1099
Thriller,Crime,110000000,sequel,faberg\u00e9egg,dutcheastindiancompany,second,part,goldenegg,76.840712,Village Roadshow Pictures,362744280,125,Ocean's Twelve,6.4,2124
Action,Comedy,110000000,bomb,assassin,secretidentity,secret,assaultrifle,gun,44.635452,Weed Road Pictures,478207520,120,Mr. & Mrs. Smith,6.5,2965
Adventure,Science Fiction,110000000,basedonnovel,revolution,dystopia,sequel,dystopicfuture,youngadult,103.718387,Summit Entertainment,295238201,119,Insurgent,6.2,3829
Drama,,116000000,ladykiller,pilot,biography,womanizer,aviation,phobia,45.616098,Miramax Films,102000000,170,The Aviator,7,1489
Comedy,,112000000,journalist,forbiddenlove,princess,royalcourt,3d,,22.845143,Twentieth Century Fox Film Corporation,237382724,85,Gulliver's Travels,4.9,621
Action,Crime,120000000,bomb,martialarts,assassin,vandalism,nightclub,training,31.703608,Original Film,227817248,119,The Green Hornet,5.5,1251
Action,War,110000000,basedongraphicnovel,ancientgreece,duringcreditsstinger,seabattle,handtohandcombat,minions,71.510596,Legendary Pictures,337580051,102,300: Rise of an Empire,6.1,2397
Animation,Family,110000000,moon,magic,basedoncomicbook,animation,goodvsevil,smurf,36.65422,Columbia Pictures,563749323,103,The Smurfs,5.5,1179
Animation,Family,110000000,farm,cow,animal,,,,19.625972,Walt Disney Pictures,103951461,76,Home on the Range,5.7,389
Adventure,Science Fiction,110000000,basedonnovel,revolution,dystopia,sequel,dystopicfuture,youngadult,86.105615,Summit Entertainment,179246868,121,Allegiant,5.9,1998
Action,Science Fiction,110000000,fathersonrelationship,fight,sport,robot,prizefighting,fathersonreunion,37.195046,DreamWorks SKG,299268508,127,Real Steel,6.6,2692
Fantasy,Family,105000000,basedoncartoon,animation,smurf,,,,32.473628,Columbia Pictures,347434178,105,The Smurfs 2,5.5,695
Action,Adventure,160000000,boat,cruise,computer,disaster,diamond,collisioncourse,23.336875,Twentieth Century Fox Film Corporation,164508066,121,Speed 2: Cruise Control,4.1,434
Science Fiction,Action,110000000,basedonnovel,intolerance,chosenone,childprodigy,futuristic,space,45.94834,Summit Entertainment,125537191,114,Ender's Game,6.6,2303
Action,Thriller,110000000,usa,washingtond.c.,helicopter,hostage,fbi,kidnapping,48.93337,Ingenious Film Partners,383531464,128,Live Free or Die Hard,6.4,2089
Adventure,Fantasy,93000000,elves,dwarves,orcs,middle-earth(tolkien),hobbit,basedonnovel,138.049577,WingNut Films,871368364,178,The Lord of the Rings: The Fellowship of the Ring,8,8705
Action,Adventure,110000000,paris,londonengland,newyork,julesverne,sanfrancisco,istanbul,22.643776,Studio Babelsberg,72178895,120,Around the World in 80 Days,5.7,672
Drama,,107000000,usa,transporter,boxer,biography,muhammad,,18.866672,Columbia Pictures Corporation,87713825,157,Ali,6.7,447
Comedy,Fantasy,0,cat,brothersisterrelationship,boredom,chaos,stepfather,basedonchildren'sbook,18.251129,Imagine Entertainment,0,82,The Cat in the Hat,4.9,366
Action,Science Fiction,120000000,suicide,artificialintelligence,manvsmachine,chicago,basedonnovel,hero,95.914473,Twentieth Century Fox Film Corporation,347234916,115,"I, Robot",6.7,3793
Drama,Action,130000000,crusade,epic,knight,swordsman,orderofthetemplars,religious,44.490453,Studio Babelsberg,211643158,144,Kingdom of Heaven,6.6,1157
Animation,Fantasy,133000000,brotherbrotherrelationship,basedonnovel,cat,mouse,adoption,orphanage,30.475297,Columbia Pictures Corporation,300135367,84,Stuart Little,5.8,959
Romance,Family,105000000,basedonnovel,voodoo,kiss,princess,animation,cajun,62.479574,Walt Disney Pictures,267045765,97,The Princess and the Frog,6.7,1247
Drama,Adventure,108000000,basedonnovel,mars,nasa,isolation,botanist,stranded,167.93287,Twentieth Century Fox Film Corporation,630161890,141,The Martian,7.6,7268
Action,Thriller,126000000,clone,transplantation,loveofone'slife,dystopia,genetics,freedom,37.68056,DreamWorks SKG,162949164,136,The Island,6.5,1770
Comedy,Romance,90000000,architect,cellist,friends,anniversary,,,1.004579,New Line Cinema,10372291,104,Town & Country,3.7,16
Action,Crime,90000000,brotherbrotherrelationship,detective,carrace,carthief,blackmail,brother,52.995628,Jerry Bruckheimer Films,237202299,118,Gone in Sixty Seconds,6.1,1485
Action,Drama,103000000,rome,gladiator,arena,senate,romanempire,emperor,95.301296,DreamWorks SKG,457640427,155,Gladiator,7.9,5439
Action,Thriller,102000000,self-fulfillingprophecy,washingtond.c.,evidence,future,hologram,dystopia,65.948959,DreamWorks SKG,358372926,145,Minority Report,7.1,2608
Adventure,Fantasy,100000000,flyingcar,witch,magic,cuttingthecord,childhero,broom,132.397737,1492 Pictures,876688482,161,Harry Potter and the Chamber of Secrets,7.4,5815
Adventure,Action,150000000,italy,poker,casino,terrorist,banker,money,88.935165,Eon Productions,599045960,144,Casino Royale,7.3,3855
Thriller,Science Fiction,100000000,gorilla,spacemarine,spacesuit,revolution,chimp,slavery,51.188633,Twentieth Century Fox Film Corporation,362211740,119,Planet of the Apes,5.6,1243
Action,Thriller,100000000,cyborg,shotgun,post-apocalyptic,dystopia,moralambiguity,mentalinstitution,101.74155,Lightstorm Entertainment,520000000,137,Terminator 2: Judgment Day,7.7,4185
History,Crime,80000000,cinema,hidingplace,machinegun,prisonguard,escapefromprison,dillinger,33.691694,Universal Pictures,214104620,140,Public Enemies,6.5,1344
Drama,Crime,100000000,underdog,blackpeople,drugtraffic,drugsmuggle,society,ambition,42.361215,Imagine Entertainment,266465037,157,American Gangster,7.4,1502
Action,Thriller,115000000,spy,terrorist,florida,gun,kidnapping,horsebackriding,38.729418,Twentieth Century Fox Film Corporation,378882411,141,True Lies,6.8,1116
Thriller,Drama,100000000,hostage,newyorkcity,newyorksubway,subwaytrain,stockmarket,motorcyclecrash,40.597856,Columbia Pictures,150166126,106,The Taking of Pelham 1 2 3,6.2,954
Comedy,Romance,100000000,nurse,cat,father-in-law,vomit,kidsandfamily,viagra,32.389353,Paramount Pictures,310650585,98,Little Fockers,5.4,1060
Action,Comedy,100000000,narration,ceo,firetruck,shotintheshoulder,zipline,buddycomedy,24.399642,Columbia Pictures,170432927,107,The Other Guys,6.1,1383
Action,Drama,100000000,suicide,ambush,showdown,hostage,traitor,newidentity,24.507987,Kopelson Entertainment,242295562,115,Eraser,5.6,543
Drama,Western,100000000,bountyhunter,hero,plantation,society,friendship,friends,82.121691,Columbia Pictures,425368238,165,Django Unchained,7.8,10099
